Station,Language,Date,Time,URL_audio,URL_text,audio_file,pdf_file,audio_dur
kurseong,nepali,2025-06-26,725,https://www.newsonair.gov.in/wp-content/uploads/2025/06/kur-5.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/kur-12.pdf,../data/raw/audio/nepali_kurseong_2025-06-26_725.mp3,../data/raw/text/nepali_kurseong_2025-06-26_725.pdf,10.64
lucknow,hindi,2025-06-26,1920,https://www.newsonair.gov.in/wp-content/uploads/2025/06/luck-9.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/lucik.pdf,../data/raw/audio/hindi_lucknow_2025-06-26_1920.mp3,../data/raw/text/hindi_lucknow_2025-06-26_1920.pdf,9.81
mumbai,marathi,2025-06-26,1900,https://www.newsonair.gov.in/wp-content/uploads/2025/06/mum1900.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/mum1900.pdf,../data/raw/audio/marathi_mumbai_2025-06-26_1900.mp3,../data/raw/text/marathi_mumbai_2025-06-26_1900.pdf,10.54
nagpur,marathi,2025-06-26,1800,https://www.newsonair.gov.in/wp-content/uploads/2025/06/nagar-1800.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/naga1800.pdf,../data/raw/audio/marathi_nagpur_2025-06-26_1800.mp3,../data/raw/text/marathi_nagpur_2025-06-26_1800.pdf,8.91
panaji,konkani,2025-06-26,725,https://www.newsonair.gov.in/wp-content/uploads/2025/06/panaji-17.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/Panajif.pdf,../data/raw/audio/konkani_panaji_2025-06-26_725.mp3,../data/raw/text/konkani_panaji_2025-06-26_725.pdf,4.72
patna,hindi,2025-06-26,848,https://www.newsonair.gov.in/wp-content/uploads/2025/06/ptna-848-8.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/patna-848.pdf,../data/raw/audio/hindi_patna_2025-06-26_848.mp3,../data/raw/text/hindi_patna_2025-06-26_848.pdf,13.55
patna,maithili,2025-06-26,1825,https://www.newsonair.gov.in/wp-content/uploads/2025/06/MAITHILI-1.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/Maithili-6.pdf,../data/raw/audio/maithili_patna_2025-06-26_1825.mp3,../data/raw/text/maithili_patna_2025-06-26_1825.pdf,5.21
pudducherry,tamil,2025-06-26,1810,https://www.newsonair.gov.in/wp-content/uploads/2025/06/puduuuuuuuuddu1810.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/pudddu-tamil1810.pdf,../data/raw/audio/tamil_pudducherry_2025-06-26_1810.mp3,../data/raw/text/tamil_pudducherry_2025-06-26_1810.pdf,9.98
pune,marathi,2025-06-26,710,https://www.newsonair.gov.in/wp-content/uploads/2025/06/Pune-7.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/Pune-7-1.pdf,../data/raw/audio/marathi_pune_2025-06-26_710.mp3,../data/raw/text/marathi_pune_2025-06-26_710.pdf,9.83
raipur,chhattisgarh,2025-06-26,1810,https://www.newsonair.gov.in/wp-content/uploads/2025/06/Chhattisgarhi-3.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/Chhattisgarhi-3.pdf,../data/raw/audio/chhattisgarh_raipur_2025-06-26_1810.mp3,../data/raw/text/chhattisgarh_raipur_2025-06-26_1810.pdf,9.64
raipur,hindi,2025-06-26,1910,https://www.newsonair.gov.in/wp-content/uploads/2025/06/Raipur-9.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/Raipur-8.pdf,../data/raw/audio/hindi_raipur_2025-06-26_1910.mp3,../data/raw/text/hindi_raipur_2025-06-26_1910.pdf,10.43
ranchi,hindi,2025-06-26,830,https://www.newsonair.gov.in/wp-content/uploads/2025/06/rac-830-6.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/rac-830-8.pdf,../data/raw/audio/hindi_ranchi_2025-06-26_830.mp3,../data/raw/text/hindi_ranchi_2025-06-26_830.pdf,9.86
sambalpur,sambalpuri,2025-06-26,647,https://www.newsonair.gov.in/wp-content/uploads/2025/06/sambhal-647-7.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/sambhal-647-7.pdf,../data/raw/audio/sambalpuri_sambalpur_2025-06-26_647.mp3,../data/raw/text/sambalpuri_sambalpur_2025-06-26_647.pdf,5.03
shillong,english,2025-06-26,830,https://www.newsonair.gov.in/wp-content/uploads/2025/06/shillong-12.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/shillong-13.pdf,../data/raw/audio/english_shillong_2025-06-26_830.mp3,../data/raw/text/english_shillong_2025-06-26_830.pdf,4.77
shimla,hindi,2025-06-26,920,https://www.newsonair.gov.in/wp-content/uploads/2025/06/SHIMLA-920-1.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/SHIMLA-920-2.pdf,../data/raw/audio/hindi_shimla_2025-06-26_920.mp3,../data/raw/text/hindi_shimla_2025-06-26_920.pdf,5.02
silchar,bengali,2025-06-26,735,https://www.newsonair.gov.in/wp-content/uploads/2025/06/sil-7735.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/sil-735-8.pdf,../data/raw/audio/bengali_silchar_2025-06-26_735.mp3,../data/raw/text/bengali_silchar_2025-06-26_735.pdf,4.66
srinagar,urdu,2025-06-26,925,https://www.newsonair.gov.in/wp-content/uploads/2025/06/sri-urdu-7.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/urdu-sri-925-1.pdf,../data/raw/audio/urdu_srinagar_2025-06-26_925.mp3,../data/raw/text/urdu_srinagar_2025-06-26_925.pdf,5.28
thiruvananthapuram,malayalam,2025-06-26,1230,https://www.newsonair.gov.in/wp-content/uploads/2025/06/MALAYALAM-12.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/ttmm-12-2.pdf,../data/raw/audio/malayalam_thiruvananthapuram_2025-06-26_1230.mp3,../data/raw/text/malayalam_thiruvananthapuram_2025-06-26_1230.pdf,9.9
tiruchirapalli,tamil,2025-06-26,1345,https://www.newsonair.gov.in/wp-content/uploads/2025/06/Tiruchirappalli.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/Trichy-7.pdf,../data/raw/audio/tamil_tiruchirapalli_2025-06-26_1345.mp3,../data/raw/text/tamil_tiruchirapalli_2025-06-26_1345.pdf,10.25
vijayawada,telugu,2025-06-26,645,https://www.newsonair.gov.in/wp-content/uploads/2025/06/vij-645-10.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/vij-645-10.pdf,../data/raw/audio/telugu_vijayawada_2025-06-26_645.mp3,../data/raw/text/telugu_vijayawada_2025-06-26_645.pdf,9.16
visakhapatnam,telugu,2025-06-26,1810,https://www.newsonair.gov.in/wp-content/uploads/2025/06/vishaka-1810-1.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/viahk.pdf,../data/raw/audio/telugu_visakhapatnam_2025-06-26_1810.mp3,../data/raw/text/telugu_visakhapatnam_2025-06-26_1810.pdf,9.83
agartala,bengali,2025-01-20,735,https://www.newsonair.gov.in/wp-content/uploads/2025/01/agartaslaben.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/agara-735-8.pdf,../data/raw/audio/bengali_agartala_2025-01-20_735.mp3,../data/raw/text/bengali_agartala_2025-01-20_735.pdf,5.1
ahmedabad,gujarati,2025-01-20,710,https://www.newsonair.gov.in/wp-content/uploads/2025/01/ahe705.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/ahe-10.pdf,../data/raw/audio/gujarati_ahmedabad_2025-01-20_710.mp3,../data/raw/text/gujarati_ahmedabad_2025-01-20_710.pdf,9.15
aizawl,mizo,2025-01-20,730,https://www.newsonair.gov.in/wp-content/uploads/2025/01/azwl-730-5.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/azwl-730-5.pdf,../data/raw/audio/mizo_aizawl_2025-01-20_730.mp3,../data/raw/text/mizo_aizawl_2025-01-20_730.pdf,10.66
bengaluru,kannada,2025-01-20,1840,https://www.newsonair.gov.in/wp-content/uploads/2025/01/bang-uad-111840.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/ban-text-1840-2.pdf,../data/raw/audio/kannada_bengaluru_2025-01-20_1840.mp3,../data/raw/text/kannada_bengaluru_2025-01-20_1840.pdf,9.96
bhopal,hindi,2025-01-20,710,https://www.newsonair.gov.in/wp-content/uploads/2025/01/Bhopal-3.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/re-bho.pdf,../data/raw/audio/hindi_bhopal_2025-01-20_710.mp3,../data/raw/text/hindi_bhopal_2025-01-20_710.pdf,8.55
bhuj,gujarati,2025-01-20,650,https://www.newsonair.gov.in/wp-content/uploads/2025/01/bhuj-6502020.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/bhuj-650-20.pdf,../data/raw/audio/gujarati_bhuj_2025-01-20_650.mp3,../data/raw/text/gujarati_bhuj_2025-01-20_650.pdf,4.67
calicut,malayalam,2025-01-20,645,https://www.newsonair.gov.in/wp-content/uploads/2025/01/calicut-10.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/calicut-12.pdf,../data/raw/audio/malayalam_calicut_2025-01-20_645.mp3,../data/raw/text/malayalam_calicut_2025-01-20_645.pdf,9.91
chandigarh,hindi,2025-01-20,1305,https://www.newsonair.gov.in/wp-content/uploads/2025/01/chandi-1.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/chadigarh.pdf,../data/raw/audio/hindi_chandigarh_2025-01-20_1305.mp3,../data/raw/text/hindi_chandigarh_2025-01-20_1305.pdf,4.09
chennai,tamil,2025-01-20,1830,https://www.newsonair.gov.in/wp-content/uploads/2025/01/chennaiii-l630.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/chenai630-1.pdf,../data/raw/audio/tamil_chennai_2025-01-20_1830.mp3,../data/raw/text/tamil_chennai_2025-01-20_1830.pdf,10.04
csnagar,marathi,2025-01-20,710,https://www.newsonair.gov.in/wp-content/uploads/2025/01/mm-aa-7102020.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/maratahgi-sa-aaa-20.pdf,../data/raw/audio/marathi_csnagar_2025-01-20_710.mp3,../data/raw/text/marathi_csnagar_2025-01-20_710.pdf,9.63
csnagar,urdu,2025-01-20,900,https://www.newsonair.gov.in/wp-content/uploads/2025/01/urdu-aa-9-5.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/udu-aa-20.pdf,../data/raw/audio/urdu_csnagar_2025-01-20_900.mp3,../data/raw/text/urdu_csnagar_2025-01-20_900.pdf,9.48
cuttack,odia,2025-01-20,705,https://www.newsonair.gov.in/wp-content/uploads/2025/01/odia-0705-5.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/odia-0705-5.pdf,../data/raw/audio/odia_cuttack_2025-01-20_705.mp3,../data/raw/text/odia_cuttack_2025-01-20_705.pdf,5.13
dehradun,hindi,2025-01-20,720,https://www.newsonair.gov.in/wp-content/uploads/2025/01/dehraduyn.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/dehraduyn-pdf.pdf,../data/raw/audio/hindi_dehradun_2025-01-20_720.mp3,../data/raw/text/hindi_dehradun_2025-01-20_720.pdf,9.88
dharwad,kannada,2025-01-20,705,https://www.newsonair.gov.in/wp-content/uploads/2025/01/Dharward-0705.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/dharward-1.pdf,../data/raw/audio/kannada_dharwad_2025-01-20_705.mp3,../data/raw/text/kannada_dharwad_2025-01-20_705.pdf,9.82
dibrugarh,assamese,2025-01-20,1800,https://www.newsonair.gov.in/wp-content/uploads/2025/01/guwa-aud-41800.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/Guwahati-Assamese-3.pdf,../data/raw/audio/assamese_dibrugarh_2025-01-20_1800.mp3,../data/raw/text/assamese_dibrugarh_2025-01-20_1800.pdf,4.98
gangtok,bhutia,2025-01-20,1850,https://www.newsonair.gov.in/wp-content/uploads/2025/01/Bhutia-14.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/Butia-2.pdf,../data/raw/audio/bhutia_gangtok_2025-01-20_1850.mp3,../data/raw/text/bhutia_gangtok_2025-01-20_1850.pdf,4.62
gangtok,lepcha,2025-01-20,1845,https://www.newsonair.gov.in/wp-content/uploads/2025/01/Lepcha-6.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/lepcha-2.pdf,../data/raw/audio/lepcha_gangtok_2025-01-20_1845.mp3,../data/raw/text/lepcha_gangtok_2025-01-20_1845.pdf,5.26
gangtok,nepali,2025-01-20,1840,https://www.newsonair.gov.in/wp-content/uploads/2025/01/nepali-8.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/Nepali-8.pdf,../data/raw/audio/nepali_gangtok_2025-01-20_1840.mp3,../data/raw/text/nepali_gangtok_2025-01-20_1840.pdf,5.68
gorakhpur,bhojpuri,2025-01-20,1800,https://www.newsonair.gov.in/wp-content/uploads/2025/01/bhoj-gorkh.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/bhoj-gokrh.pdf,../data/raw/audio/bhojpuri_gorakhpur_2025-01-20_1800.mp3,../data/raw/text/bhojpuri_gorakhpur_2025-01-20_1800.pdf,4.84
gorakhpur,hindi,2025-01-20,720,https://www.newsonair.gov.in/wp-content/uploads/2025/01/gor-7202020.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/gor-720-2.pdf,../data/raw/audio/hindi_gorakhpur_2025-01-20_720.mp3,../data/raw/text/hindi_gorakhpur_2025-01-20_720.pdf,9.92
guwahati,assamese,2025-01-20,755,https://www.newsonair.gov.in/wp-content/uploads/2025/01/asam-755-3.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/asam-755-5.pdf,../data/raw/audio/assamese_guwahati_2025-01-20_755.mp3,../data/raw/text/assamese_guwahati_2025-01-20_755.pdf,4.69
hyderabad,telugu,2025-01-20,1310,https://www.newsonair.gov.in/wp-content/uploads/2025/01/TELUGU-1310-1.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/tel-1310-1.pdf,../data/raw/audio/telugu_hyderabad_2025-01-20_1310.mp3,../data/raw/text/telugu_hyderabad_2025-01-20_1310.pdf,9.49
hyderabad,urdu,2025-01-20,1750,https://www.newsonair.gov.in/wp-content/uploads/2025/01/hyd-2.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/hyd-3.pdf,../data/raw/audio/urdu_hyderabad_2025-01-20_1750.mp3,../data/raw/text/urdu_hyderabad_2025-01-20_1750.pdf,9.39
imphal,manipuri,2025-01-20,730,https://www.newsonair.gov.in/wp-content/uploads/2025/01/iiiii.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/imp-6.pdf,../data/raw/audio/manipuri_imphal_2025-01-20_730.mp3,../data/raw/text/manipuri_imphal_2025-01-20_730.pdf,9.51
itanagar,english,2025-01-20,1950,https://www.newsonair.gov.in/wp-content/uploads/2025/01/ita-en-aud.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/ita-eng-txxt-2055.pdf,../data/raw/audio/english_itanagar_2025-01-20_1950.mp3,../data/raw/text/english_itanagar_2025-01-20_1950.pdf,4.81
itanagar,hindi,2025-01-20,2045,https://www.newsonair.gov.in/wp-content/uploads/2025/01/ita-hinaud-.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/ita-hin-text-2045.pdf,../data/raw/audio/hindi_itanagar_2025-01-20_2045.mp3,../data/raw/text/hindi_itanagar_2025-01-20_2045.pdf,5.2
jaipur,hindi,2025-01-20,900,https://www.newsonair.gov.in/wp-content/uploads/2025/01/jaipur-14.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/jaipurf-6.pdf,../data/raw/audio/hindi_jaipur_2025-01-20_900.mp3,../data/raw/text/hindi_jaipur_2025-01-20_900.pdf,10.21
jaipur,rajasthani,2025-01-20,1845,https://www.newsonair.gov.in/wp-content/uploads/2025/01/rajes-ayd-181145.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/rajes-text-1845-1.pdf,../data/raw/audio/rajasthani_jaipur_2025-01-20_1845.mp3,../data/raw/text/rajasthani_jaipur_2025-01-20_1845.pdf,11.89
jalandhar,punjabi,2025-01-20,1310,https://www.newsonair.gov.in/wp-content/uploads/2025/01/jalander-1310-3.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/jala-1310.pdf,../data/raw/audio/punjabi_jalandhar_2025-01-20_1310.mp3,../data/raw/text/punjabi_jalandhar_2025-01-20_1310.pdf,4.77
jammu,dogri,2025-01-20,1225,https://www.newsonair.gov.in/wp-content/uploads/2025/01/Audio-of-Mid-Day-Dogri-Ne-12.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/jammuf-1.pdf,../data/raw/audio/dogri_jammu_2025-01-20_1225.mp3,../data/raw/text/dogri_jammu_2025-01-20_1225.pdf,5.09
jammu,gojri,2025-01-20,1015,https://www.newsonair.gov.in/wp-content/uploads/2025/01/goj-1015-4.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/goj-1015-2.pdf,../data/raw/audio/gojri_jammu_2025-01-20_1015.mp3,../data/raw/text/gojri_jammu_2025-01-20_1015.pdf,4.93
kohima,english,2025-01-20,730,https://www.newsonair.gov.in/wp-content/uploads/2025/01/kohima-aeng-730-1.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/kohima-7.pdf,../data/raw/audio/english_kohima_2025-01-20_730.mp3,../data/raw/text/english_kohima_2025-01-20_730.pdf,4.77
kolkata,bengali,2025-01-20,735,https://www.newsonair.gov.in/wp-content/uploads/2025/01/Kolkata-2.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/bngali-735-2.pdf,../data/raw/audio/bengali_kolkata_2025-01-20_735.mp3,../data/raw/text/bengali_kolkata_2025-01-20_735.pdf,10.37
kurseong,nepali,2025-01-20,725,https://www.newsonair.gov.in/wp-content/uploads/2025/01/kk-3.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/kur-11.pdf,../data/raw/audio/nepali_kurseong_2025-01-20_725.mp3,../data/raw/text/nepali_kurseong_2025-01-20_725.pdf,10.38
lucknow,hindi,2025-01-20,1920,https://www.newsonair.gov.in/wp-content/uploads/2025/01/luck-aud-19211120.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/luck-text-19222.pdf,../data/raw/audio/hindi_lucknow_2025-01-20_1920.mp3,../data/raw/text/hindi_lucknow_2025-01-20_1920.pdf,10.08
mumbai,marathi,2025-01-20,1500,https://www.newsonair.gov.in/wp-content/uploads/2025/01/mum1500-9.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/mum1500-11.pdf,../data/raw/audio/marathi_mumbai_2025-01-20_1500.mp3,../data/raw/text/marathi_mumbai_2025-01-20_1500.pdf,10.02
nagpur,marathi,2025-01-20,1800,https://www.newsonair.gov.in/wp-content/uploads/2025/01/Nagpur-2.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/Nagpur-5.pdf,../data/raw/audio/marathi_nagpur_2025-01-20_1800.mp3,../data/raw/text/marathi_nagpur_2025-01-20_1800.pdf,9.57
panaji,konkani,2025-01-20,725,https://www.newsonair.gov.in/wp-content/uploads/2025/01/Panaji-Regional.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/panaji-3.pdf,../data/raw/audio/konkani_panaji_2025-01-20_725.mp3,../data/raw/text/konkani_panaji_2025-01-20_725.pdf,5.32
patna,hindi,2025-01-20,848,https://www.newsonair.gov.in/wp-content/uploads/2025/01/pat.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/ptna-848-3.pdf,../data/raw/audio/hindi_patna_2025-01-20_848.mp3,../data/raw/text/hindi_patna_2025-01-20_848.pdf,13.79
patna,maithili,2025-01-20,1825,https://www.newsonair.gov.in/wp-content/uploads/2025/01/patna-7.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/patna-11.pdf,../data/raw/audio/maithili_patna_2025-01-20_1825.mp3,../data/raw/text/maithili_patna_2025-01-20_1825.pdf,4.66
pudducherry,tamil,2025-01-20,1810,https://www.newsonair.gov.in/wp-content/uploads/2025/01/pondi-ad-111810.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/pondi-text-1866.pdf,../data/raw/audio/tamil_pudducherry_2025-01-20_1810.mp3,../data/raw/text/tamil_pudducherry_2025-01-20_1810.pdf,10.95
pune,marathi,2025-01-20,710,https://www.newsonair.gov.in/wp-content/uploads/2025/01/Pune-11.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/Pune-11.pdf,../data/raw/audio/marathi_pune_2025-01-20_710.mp3,../data/raw/text/marathi_pune_2025-01-20_710.pdf,10.42
raipur,chhattisgarh,2025-01-20,1810,https://www.newsonair.gov.in/wp-content/uploads/2025/01/Raipur-17.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/Raipur-18.pdf,../data/raw/audio/chhattisgarh_raipur_2025-01-20_1810.mp3,../data/raw/text/chhattisgarh_raipur_2025-01-20_1810.pdf,9.1
raipur,hindi,2025-01-20,1845,https://www.newsonair.gov.in/wp-content/uploads/2025/01/Raipur-18.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/Raipur-19.pdf,../data/raw/audio/hindi_raipur_2025-01-20_1845.mp3,../data/raw/text/hindi_raipur_2025-01-20_1845.pdf,10.27
ranchi,hindi,2025-01-20,830,https://www.newsonair.gov.in/wp-content/uploads/2025/01/RANCHI-9.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/ranchi-10.pdf,../data/raw/audio/hindi_ranchi_2025-01-20_830.mp3,../data/raw/text/hindi_ranchi_2025-01-20_830.pdf,10.01
sambalpur,sambalpuri,2025-01-20,647,https://www.newsonair.gov.in/wp-content/uploads/2025/01/sambhal-6472020.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/sambhal-2000.pdf,../data/raw/audio/sambalpuri_sambalpur_2025-01-20_647.mp3,../data/raw/text/sambalpuri_sambalpur_2025-01-20_647.pdf,4.97
shillong,english,2025-01-20,830,https://www.newsonair.gov.in/wp-content/uploads/2025/01/shillong-8.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/shillong-11.pdf,../data/raw/audio/english_shillong_2025-01-20_830.mp3,../data/raw/text/english_shillong_2025-01-20_830.pdf,4.84
shimla,hindi,2025-01-20,920,https://www.newsonair.gov.in/wp-content/uploads/2025/01/shiml-20.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/shimla-920-1.pdf,../data/raw/audio/hindi_shimla_2025-01-20_920.mp3,../data/raw/text/hindi_shimla_2025-01-20_920.pdf,4.26
silchar,bengali,2025-01-20,1945,https://www.newsonair.gov.in/wp-content/uploads/2025/01/sil-7.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/sil-10.pdf,../data/raw/audio/bengali_silchar_2025-01-20_1945.mp3,../data/raw/text/bengali_silchar_2025-01-20_1945.pdf,10.62
srinagar,urdu,2025-01-20,920,https://www.newsonair.gov.in/wp-content/uploads/2025/01/sri-urdu-5.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/URDU-920.pdf,../data/raw/audio/urdu_srinagar_2025-01-20_920.mp3,../data/raw/text/urdu_srinagar_2025-01-20_920.pdf,4.96
thiruvananthapuram,malayalam,2025-01-20,1230,https://www.newsonair.gov.in/wp-content/uploads/2025/01/tpuram-1230-2.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/tpuram-1230-5.pdf,../data/raw/audio/malayalam_thiruvananthapuram_2025-01-20_1230.mp3,../data/raw/text/malayalam_thiruvananthapuram_2025-01-20_1230.pdf,9.58
tiruchirapalli,tamil,2025-01-20,1345,https://www.newsonair.gov.in/wp-content/uploads/2025/01/Trichy-7.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/Trichy-8.pdf,../data/raw/audio/tamil_tiruchirapalli_2025-01-20_1345.mp3,../data/raw/text/tamil_tiruchirapalli_2025-01-20_1345.pdf,10.21
vijayawada,telugu,2025-01-20,645,https://www.newsonair.gov.in/wp-content/uploads/2025/01/Vijayawada-645.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/vij-645-5.pdf,../data/raw/audio/telugu_vijayawada_2025-01-20_645.mp3,../data/raw/text/telugu_vijayawada_2025-01-20_645.pdf,9.95
visakhapatnam,telugu,2025-01-20,1810,https://www.newsonair.gov.in/wp-content/uploads/2025/01/Visakhapatnam-6.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/01/Visakhapatnam-8.pdf,../data/raw/audio/telugu_visakhapatnam_2025-01-20_1810.mp3,../data/raw/text/telugu_visakhapatnam_2025-01-20_1810.pdf,9.95
agartala,bengali,2025-05-01,735,https://www.newsonair.gov.in/wp-content/uploads/2025/05/agartalaben.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/05/agartala.pdf,../data/raw/audio/bengali_agartala_2025-05-01_735.mp3,../data/raw/text/bengali_agartala_2025-05-01_735.pdf,4.17
ahmedabad,gujarati,2025-05-01,710,https://www.newsonair.gov.in/wp-content/uploads/2025/05/ahe.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/05/ahe.pdf,../data/raw/audio/gujarati_ahmedabad_2025-05-01_710.mp3,../data/raw/text/gujarati_ahmedabad_2025-05-01_710.pdf,9.39
aizawl,mizo,2025-05-01,730,https://www.newsonair.gov.in/wp-content/uploads/2025/05/azwl-730.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/05/azwl-730.pdf,../data/raw/audio/mizo_aizawl_2025-05-01_730.mp3,../data/raw/text/mizo_aizawl_2025-05-01_730.pdf,9.34
bengaluru,kannada,2025-05-01,1430,https://www.newsonair.gov.in/wp-content/uploads/2025/05/Bang.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/05/Bang1430.pdf,../data/raw/audio/kannada_bengaluru_2025-05-01_1430.mp3,../data/raw/text/kannada_bengaluru_2025-05-01_1430.pdf,9.69
bhopal,hindi,2025-05-01,710,https://www.newsonair.gov.in/wp-content/uploads/2025/05/Bhopal.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/05/BHO.pdf,../data/raw/audio/hindi_bhopal_2025-05-01_710.mp3,../data/raw/text/hindi_bhopal_2025-05-01_710.pdf,8.82
bhuj,gujarati,2025-05-01,650,https://www.newsonair.gov.in/wp-content/uploads/2025/05/bhuj-650.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/05/bhuj-650.pdf,../data/raw/audio/gujarati_bhuj_2025-05-01_650.mp3,../data/raw/text/gujarati_bhuj_2025-05-01_650.pdf,4.82
calicut,malayalam,2025-05-01,645,https://www.newsonair.gov.in/wp-content/uploads/2025/05/calicut.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/05/calicut.pdf,../data/raw/audio/malayalam_calicut_2025-05-01_645.mp3,../data/raw/text/malayalam_calicut_2025-05-01_645.pdf,9.91
chandigarh,hindi,2025-05-01,1305,https://www.newsonair.gov.in/wp-content/uploads/2025/05/chandigarh1305.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/05/chandigrh305.pdf,../data/raw/audio/hindi_chandigarh_2025-05-01_1305.mp3,../data/raw/text/hindi_chandigarh_2025-05-01_1305.pdf,4.77
chennai,tamil,2025-05-01,645,https://www.newsonair.gov.in/wp-content/uploads/2025/05/chennai.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/05/tail-0645.pdf,../data/raw/audio/tamil_chennai_2025-05-01_645.mp3,../data/raw/text/tamil_chennai_2025-05-01_645.pdf,9.93
